ENSEMBLE,y_test
0.944509357,1
0.996212468,1
0.073276296,0
0.969423798,1
0.957935899,1
0.945665798,1
0.359150247,1
0.022352022,0
0.991926231,1
0.991858781,1
0.125215365,0
0.997457392,1
0.952855394,1
0.991234822,1
0.961637946,1
0.959272685,1
0.03634061,0
0.995343094,1
0.022863158,0
0.198067634,0
0.981726647,1
0.989486522,1
0.097130198,0
0.955110796,1
0.019128785,0
0.036203616,0
0.994600774,1
0.13963092,0
0.775809675,1
0.378778769,0
0.019184722,0
0.007703871,0
0.026108105,0
0.995862695,1
0.96457996,1
0.967439992,1
0.971947092,1
0.476987522,1
0.130608781,0
0.926296437,1
0.097363534,0
0.77624055,1
0.933794298,1
0.995284152,1
0.052734517,0
0.989874807,1
0.841064947,1
0.032092305,0
0.024514152,0
0.569526302,0
0.996490124,1
0.017909414,0
0.028802648,0
0.995747478,1
0.993387162,1
0.033609139,0
0.023028688,0
0.159913703,0
0.993618478,1
0.986592279,1
0.002875735,0
0.961952229,1
0.003536458,0
0.995037866,1
0.996568717,1
0.025619199,0
0.994859221,1
0.949186464,1
0.013581935,0
0.018731613,0
0.99297653,1
0.004048275,0
0.964815961,1
0.890979214,1
0.994174102,1
0.019610314,0
0.670205251,1
0.053014877,0
0.113451085,0
0.980111983,1
0.989940458,1
0.004429577,0
0.008641554,0
0.003846293,0
0.958341422,1
0.002603345,0
0.135832771,0
0.043563685,0
0.047346343,0
0.945294675,1
0.973403413,1
0.04626248,0
0.004244704,0
0.830714365,0
0.901440457,1
0.993970404,1
0.92054232,1
0.990887306,1
0.991037866,1
0.943369203,1
0.996428039,1
0.031316712,0
0.99509566,1
0.083023498,1
0.781703263,1
0.032322658,0
0.014953323,0
0.992688463,1
0.986113217,1
0.065204316,0
0.136923207,0
0.957438523,1
0.996514048,1
0.986645972,1
0.847062888,1
0.887687898,1
0.968094454,1
0.05361607,0
0.0153911,0
0.907879228,1
0.011614334,0
0.165430027,1
0.992836675,1
0.674253531,1
0.246133994,1
0.031635036,0
0.990515954,1
0.182999182,1
0.656945287,0
0.934448572,1
0.731429609,1
0.221060372,0
0.963566743,1
0.067676567,0
0.954037712,0
0.229780246,0
0.996084419,1
0.013114003,0
0.026800224,0
0.195512177,0
0.014029643,0
0.991925652,1
0.068515548,0
0.02440307,0
0.996404914,1
0.074001706,0
0.951819033,1
0.844915831,1
0.046226301,0
0.007925691,0
0.985515229,1
0.036845363,0
0.987797019,1
0.834209577,0
0.233042145,1
0.992908603,1
0.441715305,1
0.134620197,0
0.989735816,1
0.325896276,0
0.919740969,1
0.040722722,0
0.992590147,1
0.970003831,1
0.02448559,0
0.767330234,1
0.313363352,1
0.986262589,1
0.256103037,0
0.10705799,0
0.976136896,1
0.025673785,0
0.636024648,1
0.123548824,0
0.046059004,0
0.992116293,1
0.076814181,0
0.391033692,1
0.987495796,1
0.98431059,1
0.704056753,1
0.427189549,0
0.087791521,0
0.888364072,1
0.027565508,0
0.990770328,1
0.037104856,0
0.005086006,0
0.875329807,1
0.003691155,0
0.092768588,0
0.992599387,1
0.988457762,1
0.96246389,1
0.012458217,0
0.028005583,0
0.471178848,0
0.992160835,1
0.993193283,1
0.595038509,1
0.852883174,1
0.064222277,0
0.039439788,0
0.995932809,1
0.003554511,0
0.067366633,0
0.026482844,0
0.996018127,1
0.113187075,1
0.956489563,1
0.950586753,1
0.888058933,0
0.974827626,1
0.861055505,1
0.994110631,1
0.984494845,1
0.950711465,1
0.00427928,0
0.988007823,1
0.483839195,0
0.088563424,0
0.992788569,1
0.875790142,1
0.03487092,0
0.984593705,1
0.927477084,1
0.035058042,0
0.991269125,1
0.02738768,0
0.976608399,1
0.99503112,1
0.987020114,1
0.960319249,1
0.992438964,1
0.020778116,0
0.360456322,1
0.8690973,1
0.221447547,0
0.98607795,1
0.011091067,0
0.935301665,1
0.037314355,0
0.062615144,0
0.02003594,0
0.90082389,1
0.023279468,0
0.997014966,1
0.898541027,1
0.990059058,1
0.016308768,0
0.968502526,1
0.763746728,1
0.936806034,1
0.882958224,1
0.987432569,1
0.026288711,0
0.963754637,1
0.104983462,0
0.004572311,0
0.025483696,0
0.021281835,0
0.059650328,0
0.032385915,0
0.012092574,0
0.034701633,0
0.939006893,1
0.99355524,1
0.904961081,1
0.995310538,1
0.665776129,1
0.99608517,1
0.004885101,0
0.002975144,0
0.204731964,0
0.084397913,0
0.012136393,0
0.958633514,1
0.906385561,1
0.968977027,1
0.029788603,0
0.929013754,1
0.928665866,1
0.84609221,1
0.839918078,1
0.890861018,1
0.929582633,1
0.906338894,1
0.03550504,0
0.456587901,0
0.013994456,0
0.995546098,1
0.951562171,1
0.010946334,0
0.993437453,1
0.858169253,1
0.047300057,0
0.976244966,1
0.992215898,1
0.092911969,0
0.794698702,1
0.987522682,1
0.015694981,0
0.014283781,0
0.995711049,1
0.005368109,0
0.971288674,1
0.253923549,0
0.084144364,0
0.26451485,0
0.985643641,1
0.330061605,0
0.969776873,1
0.973767249,1
0.904509766,1
0.024064088,0
0.009336177,0
0.991153464,1
0.996028363,1
0.967565007,1
0.031209255,0
0.872685747,1
0.048465618,0
0.235924253,0
0.996380631,1
0.034584993,0
0.804718591,1
0.958368743,1
0.69976994,0
0.109379464,0
0.536023356,0
0.985807061,1
0.07681133,0
0.964861601,1
0.986933303,1
0.013576181,0
0.996574115,1
0.035243726,0
0.017940705,0
0.544039803,0
0.022133709,0
0.81741057,1
0.996103445,1
0.264735566,0
0.02047783,0
0.989585702,1
0.041392983,0
0.968370092,1
0.994351243,1
0.753128054,1
0.176010421,0
0.995951693,1
0.006063569,0
0.02276939,0
0.017805684,0
0.081672116,0
0.839208298,1
0.960444352,1
0.157713372,0
0.976731173,1
0.936618849,1
0.974975574,1
0.887245894,1
0.047895407,0
0.996524128,1
0.172355555,0
0.039679913,0
0.016553818,0
0.029180428,0
0.723226522,1
0.030881817,0
0.046001573,0
0.003772302,0
0.010180877,0
0.209755386,1
0.769493363,1
0.003178099,0
0.993304964,1
0.118241961,0
0.003937123,0
0.117741004,0
0.022791248,0
0.971329124,1
0.019496802,0
0.974773145,1
0.953795481,1
0.063498787,0
0.021596037,0
0.996249285,1
0.837105591,1
0.987157432,1
0.904850948,1
0.992413743,1
0.217194433,0
0.994319543,1
0.121007669,0
0.044078414,0
0.982948206,1
0.01866959,0
0.024308972,0
0.974448636,1
0.005042648,0
0.969494739,1
0.979388494,1
0.945071277,1
0.413723832,1
0.008533677,0
0.520142775,1
0.901888864,1
0.01061106,0
0.123403097,0
0.956289257,1
0.92977687,1
0.141449703,0
0.004326642,0
0.009584685,0
0.983082599,1
0.996192197,1
0.992323122,1
0.332092739,0
0.934129889,1
0.994274731,1
0.022541295,0
0.994551497,1
0.720472023,1
0.030246057,0
0.98486596,1
0.189987498,0
0.196222788,0
0.062893377,0
0.954885067,1
0.992924646,1
0.966930876,1
0.020222891,0
0.015615573,0
0.913497538,1
0.87738868,1
0.988243308,1
0.957513998,1
0.976529791,1
0.182572793,0
0.071266314,0
0.99225849,1
0.935760579,0
0.893173444,1
0.972594034,1
0.944860842,1
0.037044153,0
0.286317505,1
0.083526822,0
0.472356223,1
0.98769672,1
0.988342354,1
0.046747272,0
0.995362669,1
0.950418503,1
0.959410252,1
0.067564507,0
0.055533327,0
0.967680316,1
0.027273271,0
0.20838701,0
0.023420381,0
0.986896827,1
0.200162852,0
0.195631925,0
0.866712531,1
0.021127932,0
0.356886294,1
0.050839752,0
0.03308993,0
0.672152073,1
0.945765514,1
0.021582021,0
0.039759532,0
0.901575477,1
0.983151068,1
0.034461357,0
0.007751325,0
0.974429397,1
0.68553393,1
0.331508942,1
0.056807625,0
0.077900825,0
0.188590419,0
0.987657302,1
0.149640458,0
0.041774657,0
0.004516731,0
0.900519869,1
0.102103308,0
0.987269539,1
0.030576078,0
0.782554684,0
0.011078147,0
0.977279726,1
0.14057676,0
0.951807402,1
0.011558812,0
0.004021909,0
0.010146391,0
0.995257755,1
0.995592688,1
0.452926087,0
0.88941142,1
0.989893315,1
0.019505487,0
0.963611036,1
0.876692532,1
0.152213307,0
0.78261785,0
0.031249384,0
0.966547637,1
0.996851668,1
0.970786195,1
0.979619402,1
0.971735842,1
0.989281544,1
0.011670921,0
0.885466375,1
0.009574404,0
0.056844703,0
0.096480521,0
0.992758145,1
0.033216693,0
0.955609592,1
0.923121716,1
0.003723856,0
0.824991184,1
0.062960538,0
0.039896167,0
0.897865729,1
0.95979968,1
0.883242749,1
0.91226514,1
0.008806084,0
0.042729097,0
0.085209124,0
0.023283943,0
0.9557298,1
0.968825215,1
0.008941387,0
0.016383845,0
0.996179701,1
0.016104613,0
0.994419078,1
0.985523244,1
0.201233687,0
0.031706987,0
0.617875884,1
0.155571456,0
0.994875676,1
0.463045141,1
0.972139695,1
0.010499899,0
0.009588969,0
0.82708779,1
0.994821185,1
0.993533999,1
0.930799989,1
0.972868087,1
0.003356273,0
0.008747117,0
0.926063155,1
0.039361877,0
0.989941558,1
0.026616652,0
0.021230664,0
0.930963289,1
0.010096449,0
0.694118689,1
0.01383697,0
0.995842948,1
0.007542551,0
0.066744441,1
0.995434149,1
0.985946628,1
0.034691746,0
0.028700751,0
0.698846202,1
0.993837518,1
0.99449544,1
0.003044204,0
0.007146374,0
0.992490366,1
0.202730373,0
0.680349095,1
0.994742302,1
0.788239231,0
0.458969896,0
0.173932902,0
0.962098464,1
0.030749488,0
0.091225735,0
0.988940784,1
0.035029078,0
0.996030289,1
0.571439511,1
0.007592063,0
0.210695236,0
0.043404578,0
0.036473623,0
0.466352019,1
0.913871119,1
0.956071912,1
0.031445506,0
0.992218168,1
0.95878195,1
0.006577816,0
0.00460363,0
0.027172912,0
0.02188286,0
0.419220864,1
0.061847533,0
0.840694365,1
0.984874222,1
0.353432077,0
0.997126945,1
0.150093232,1
0.003781393,0
0.004339995,0
0.981507526,1
0.962844899,1
0.003828217,0
0.399615221,1
0.963509891,1
0.95772376,1
0.993493016,1
0.931365605,1
0.991942008,1
0.183182653,0
0.005041189,0
0.00444766,0
0.019332679,0
0.03086059,0
0.033272037,0
0.96407196,1
0.095086884,0
0.945198925,1
0.959000526,1
0.080255576,0
0.882837377,1
0.005176149,0
0.968438431,1
0.994861877,1
0.992568545,1
0.287089622,0
0.873962942,1
0.14269681,0
0.983149655,1
0.070709852,0
0.015055649,0
0.075941916,0
0.099337896,0
0.014185838,0
0.279864121,0
0.754767982,1
0.986825469,1
0.878087267,1
0.016950631,0
0.110244581,0
0.021926001,0
0.370810417,0
0.996429811,1
0.949385874,1
0.95619528,1
0.959483378,1
0.993962265,1
0.903847109,1
0.873234887,1
0.956378829,1
0.025268672,0
0.99147584,1
0.030516085,0
0.776028851,1
0.995587002,1
0.044639805,0
0.004181378,0
0.01700307,0
0.989990212,1
0.031611647,0
0.122651967,1
0.944378628,0
0.573047627,0
0.018737714,0
0.004422108,0
0.076245057,0
0.130344092,0
0.880467598,0
0.057810209,0
0.987184566,1
0.01636221,0
0.996540794,1
0.979371212,1
0.095554982,0
0.030699648,0
0.041914869,0
0.203451435,0
0.945765514,1
0.322025606,0
0.216649831,0
0.93197592,0
0.974780742,1
0.050186644,0
0.866397627,1
0.954971502,1
0.076161851,0
0.838573136,1
0.013596086,0
0.020306733,0
0.948381429,1
0.893877562,1
0.914854561,1
0.025589988,0
0.021312844,0
0.022465125,0
0.010209964,0
0.027658486,0
0.017866084,0
0.887181299,1
0.058880512,0
0.437204374,1
0.976131595,1
0.026038492,0
0.99341304,1
0.038531992,0
0.024849915,0
0.023574802,0
0.091411828,0
0.004186153,0
0.042544774,0
0.996381225,1
0.004415402,0
0.552223443,1
0.004051846,0
0.096972797,0
0.894960662,0
0.003595826,0
0.007610245,0
0.038539559,0
0.83636187,1
0.118682998,0
0.964116563,1
0.11019605,0
0.997412413,1
0.975498782,0
0.310571841,1
0.011292442,0
0.025566956,0
0.959524404,0
0.930989777,1
0.058944383,0
0.0134047,0
0.038133258,0
0.979628377,1
0.197003254,0
0.910859752,1
0.991672766,1
0.924851007,1
0.976611113,1
0.136908282,1
0.868408337,0
0.004963537,0
0.675771877,0
0.028460312,0
0.964453435,1
0.971663453,1
0.003304215,0
0.797321382,1
0.904244783,1
0.986745155,1
0.605490625,0
0.780845654,1
0.138144343,0
0.638478914,0
0.027031218,0
0.982361076,1
0.326332803,0
0.982498416,1
0.071117215,0
0.997059209,1
0.717654712,1
0.981192702,1
0.047187218,0
0.037738075,0
0.957851767,1
0.00481073,0
0.721563103,0
0.057660698,0
0.028764618,0
0.864493701,1
0.053145937,0
0.946633638,1
0.050996349,0
0.023708945,0
0.034719458,0
0.716697842,0
0.833240217,1
0.011120993,0
0.093838298,0
0.919459031,1
0.996294522,1
0.979857383,1
0.898489913,1
0.983574668,1
0.019343163,0
0.023869194,0
0.0299,0
0.959626393,1
0.467756121,0
0.896482907,1
0.084155332,0
0.910806558,1
0.950628949,1
0.004075389,0
0.969797599,1
0.996567683,1
0.037171686,0
0.044918619,0
0.993396424,1
0.018076938,0
0.979244927,1
0.020077953,0
0.035181076,0
0.974119749,1
0.96487307,1
0.9942894,1
0.990790208,1
0.992997505,1
0.490378948,0
0.932834104,1
0.01462263,0
0.021869161,0
0.99415592,1
0.009781648,0
0.064263226,0
0.995147052,1
0.739290486,1
0.75824854,1
0.017847982,0
0.024844578,0
0.02168979,0
0.648560798,0
0.111763392,0
0.96916345,1
0.990820341,1
0.163121536,0
0.985380805,1
0.160124483,0
0.968875954,1
0.985726434,1
0.948864239,0
0.921536518,1
0.997039542,1
0.067332441,0
0.965978757,1
0.992478054,1
0.117541634,0
0.99188786,1
0.278062764,0
0.017459528,0
0.618347502,1
0.86645194,1
0.788028096,1
0.010668843,0
0.080820324,0
0.027772965,0
0.993191533,1
0.065237514,0
0.730017854,1
0.034474843,0
0.934427124,1
0.012203516,0
0.020263712,0
0.003150937,0
0.648909974,0
0.177525717,0
0.021747571,0
0.995171273,1
0.979106856,1
0.720357659,1
0.995045799,1
0.804050417,1
0.021064804,0
0.994582733,1
0.994528392,1
0.012951609,0
0.715802383,1
0.991396789,1
0.939898652,1
0.039409295,0
0.023305321,0
0.039083698,0
0.025920856,0
0.461004724,1
0.76266679,1
0.012036536,0
0.976735083,1
0.031535107,0
0.914521223,1
0.219973779,0
0.472571855,0
0.987641177,1
0.062083841,0
0.994910211,1
0.995837652,1
0.020076529,0
0.112801984,0
0.048565341,0
0.008002161,0
0.99333354,1
0.986224641,1
0.974166519,1
0.754533461,1
0.024626368,0
0.714884343,0
0.763641254,1
0.02888284,0
0.993281002,1
0.013541709,0
0.886426348,1
0.656516525,0
0.996113911,1
0.060975338,0
0.097035617,0
0.45975132,0
0.010751481,0
0.505990126,1
0.011955137,0
0.190139396,0
0.976494881,1
0.987142231,1
0.024976262,0
0.029578953,0
0.859635759,1
0.108132954,1
0.033021817,0
0.996190141,1
0.047169785,0
0.977737737,1
0.996541121,1
0.03043315,0
0.004355109,0
0.061085126,0
0.021857498,0
0.061073994,0
0.023229122,0
0.007205425,0
0.935694624,1
0.876214407,1
0.185963128,0
0.994221215,1
0.044065473,0
0.026312377,0
0.016794145,0
0.058754968,0
0.993628675,1
0.98036697,1
0.018003348,0
0.974304881,1
0.270728213,0
0.865952966,1
0.009564129,0
0.035091241,0
0.850289793,1
0.936388843,1
0.034005236,0
0.942965731,1
0.047507605,0
0.015277508,0
0.995073993,1
0.835546055,1
0.047235613,0
0.019495804,0
0.008980062,0
0.546567989,1
0.050277766,0
0.012363084,0
0.526485896,1
0.859497809,1
0.995641696,1
0.974441617,1
0.137493199,0
0.951813972,1
0.980334619,1
0.0604239,1
0.031810284,0
0.025220601,0
0.961112176,1
0.039526087,0
0.994929785,1
0.993320529,1
0.954186092,1
0.855081159,1
0.024799449,0
0.99555461,1
0.857254938,1
0.782248764,1
0.964599938,1
0.96331345,1
0.956096376,1
0.033049938,0
0.994786465,1
0.024053168,0
0.874392306,0
0.991370823,1
0.152904218,0
0.9828386,1
0.02094658,0
0.33628394,0
0.085885676,1
0.027409333,0
0.907380633,1
0.911776401,1
0.993550551,1
0.207525303,0
0.079550831,0
0.02711684,0
0.990692668,1
0.023985415,0
0.842740513,0
0.911838113,1
0.987929411,1
0.65225559,0
0.902318904,1
0.550019713,1
0.42972538,1
0.973476743,1
0.80994326,1
0.945824728,1
0.059820387,0
0.993309103,1
0.993960767,1
0.286126016,1
0.960088453,1
0.759201612,1
0.014724386,0
0.918620894,0
0.931795176,1
0.995482481,1
0.666429542,0
0.066131406,0
0.830047478,1
0.901324256,1
0.949427969,1
0.945765514,1
0.027307157,0
0.380531996,1
0.906016856,1
0.975609885,1
0.03844354,0
0.016380478,0
0.026518556,0
0.477012098,1
0.105621657,0
0.275575022,0
0.99723891,1
0.01781044,0
0.967726763,1
0.972359465,1
0.043877752,0
0.863030764,1
0.746132586,0
0.418661081,1
0.973437715,1
0.016081965,0
0.992442158,1
0.030343923,0
0.302022317,0
0.99163097,1
0.0101773,0
0.982822526,1
0.051632034,0
0.876106414,0
0.991392416,1
0.041057546,0
0.036282265,0
0.82679372,1
0.82401022,1
0.948300281,1
0.944273408,1
0.793965927,1
0.020526209,0
0.626444957,0
0.941751888,1
0.975523616,1
0.194608142,0
0.008785512,0
0.183431186,0
0.044367709,0
0.026069039,0
0.972164988,1
0.687050631,1
0.181429136,0
0.024934095,0
0.766452736,0
0.888515301,1
0.982178824,1
0.954430954,1
0.995190894,1
0.989197952,1
0.311910752,0
0.062922219,0
0.995537802,1
0.029585571,0
0.907701371,1
0.0311403,0
0.043271902,0
0.966872986,1
0.996758811,1
0.95608049,1
0.844664104,1
0.024712956,0
0.985866859,1
0.991036478,1
0.897817788,1
0.996298264,1
0.034507611,0
0.228053614,0
0.022500678,0
0.821531245,1
0.03200416,0
0.995986513,1
0.019530827,0
0.084198582,0
0.041770445,0
0.013000169,0
0.188453651,0
0.048239161,0
0.022907833,0
0.907732742,1
0.991773716,1
0.734916973,1
0.813359559,1
0.759680313,1
0.95190018,1
0.863084158,1
0.95060474,1
0.497717408,0
0.946713783,1
0.275176248,1
0.954844516,1
0.02902325,0
0.936795378,1
0.103754225,0
0.043157841,0
0.085474859,0
0.007517734,0
0.995550215,1
0.772405243,1
0.090498655,0
0.094280875,0
0.980783331,1
0.955432174,1
0.913337634,1
0.915497947,1
0.992605518,1
0.015242186,0
0.064656579,0
